epoch,loss
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
10.0,0.006278836870984994
